i,theta,theta_dot,u
0178,0.3050018366024285,0.5687781443682736,-6.08028651654983
0179,0.31185183660242777,0.56292998087555,-6.072804317080236
0180,0.318701836602427,0.557034768205238,-6.064893835698408
0181,0.32550183660242626,0.5511356853726014,-6.056613547944582
0182,0.3323018366024255,0.545189497235092,-6.047903227061799
0183,0.33910183660242477,0.5391958153622171,-6.0387586935511335
0184,0.345851836602424,0.5331988369132573,-6.029247702874239
0185,0.3526018366024233,0.5271542576500939,-6.019300244821034
0186,0.35930183660242254,0.5211069646135572,-6.008990366086959
0187,0.3660018366024218,0.5150119328154699,-5.998241419414936
0188,0.37265183660242107,0.5089147462003308,-5.987133872653891
0189,0.37930183660242034,0.5027696513762988,-5.9755843861011595
0190,0.3859018366024196,0.49662293673913527,-5.9636798877545
0191,0.3925018366024189,0.49042811219560273,-5.951330185423088
0192,0.39905183660241816,0.48423217868705065,-5.9386288052218275
0193,0.40560183660241744,0.47798790044864553,-5.925478649899732
0194,0.4121018366024167,0.47174299963170524,-5.911979926698109
0195,0.418601836602416,0.46544948512548134,-5.898028441616586
0196,0.4250518366024153,0.45915580955125307,-5.8837311937603545
0197,0.4315018366024146,0.45281321603864777,-5.868976896516965
0198,0.4379018366024139,0.44647089756248304,-5.853879387538136
0199,0.4443018366024132,0.440079320300426,-5.838320083181888
0200,0.4506518366024125,0.43368842811858216,-5.822419838221499
0201,0.4570018366024118,0.42724789822808323,-5.80605263387738
0202,0.4633018366024111,0.4208084366116838,-5.7893464522576465
0203,0.4696018366024104,0.41431891862871423,-5.7721676953051135
0204,0.4758518366024097,0.4078308243280883,-5.754651616933443
0205,0.482101836602409,0.40129221340754917,-5.736656869251105
0206,0.48830183660240833,0.3947553526957534,-5.718326123891273
0207,0.49450183660240765,0.3881674714347242,-5.699510082534541
0208,0.500651836602407,0.38158163675414597,-5.680359005691987
0209,0.5068018366024063,0.37494423159529866,-5.660715478795516
0210,0.5129018366024056,0.3683091377655654,-5.640737458626749
0211,0.519001836602405,0.3616218749354766,-5.620259268110264
0212,0.5250518366024043,0.354937154874312,-5.5994467406008255
0213,0.5311018366024036,0.34819961580425435,-5.5781256672706
0214,0.537101836602403,0.3414648157052395,-5.556470005970429
0215,0.5431018366024023,0.3346764918736608,-5.53429666170995
0216,0.5490518366024016,0.32789106577585814,-5.5117879065393245
0217,0.555001836602401,0.3210513529019335,-5.488751780162819
0218,0.5609018366024003,0.3142146565757352,-5.465378904702216
0219,0.5668018366023997,0.30732284808178517,-5.441468041593351
0220,0.572651836602399,0.30043413214282616,-5.417218525249566
0221,0.5784518366023984,0.29354900833903363,-5.392633870046925
0222,0.5842518366023978,0.28660789731075564,-5.367498506364816
0223,0.5900018366023971,0.2796704007083092,-5.342025332518194
0224,0.5957518366023965,0.27267593665692935,-5.315988789380256
0225,0.6014518366023959,0.26568505916948254,-5.2896110580167655
0226,0.6071518366023952,0.2586361554162199,-5.262656232245324
0227,0.6128018366023946,0.2515907558848036,-5.235356041927545
0228,0.618451836602394,0.2444861861482465,-5.207463774832324
0229,0.6240518366023934,0.23738497886938134,-5.179221114864119
0230,0.6296018366023928,0.2302875787115654,-5.150630568680816
0231,0.6351518366023922,0.22312967102222844,-5.121428793562487
0232,0.6406518366023916,0.21597535185173633,-5.091872853079952
0233,0.646151836602391,0.2087591636445202,-5.0616876318236885
0234,0.6516018366023903,0.2015462726660093,-5.031140841182732
0235,0.6570018366023898,0.1943370852010907,-5.0002342763132015
0236,0.6624018366023892,0.18706437152217031,-4.968674397478128
0237,0.6677518366023886,0.17979497414229886,-4.936745736703652
0238,0.673101836602388,0.17246042205659118,-4.904141678726253
0239,0.6784018366023874,0.16512870803317595,-4.871158352271804
0240,0.6836518366023868,0.15780018758905356,-4.837796512109477
0241,0.6889018366023862,0.15040445709490238,-4.8037289601918145
0242,0.6941018366023857,0.14301131888081872,-4.76927024985229
0243,0.6992518366023851,0.13562109534971586,-4.7344203956495265
0244,0.7044018366023845,0.12816134179951,-4.6988301024243615
0245,0.709501836602384,0.12070375904824478,-4.662833441513624
0246,0.7145518366023834,0.11324862961175138,-4.626429515131679
0247,0.7196018366023829,0.10572134476687756,-4.5892451697250225
0248,0.7246018366023823,0.09819560254084711,-4.551635221915802
0249,0.7295518366023818,0.09067163681767051,-4.513597637605857
0250,0.7345018366023812,0.08307253465239277,-4.474733338600737
0251,0.7394018366023807,0.07547410116253954,-4.435419267837103
0252,0.7442518366023801,0.06787651024094976,-4.395651960093306
0253,0.7491018366023796,0.06020038377412974,-4.355003964868263
0254,0.7539018366023791,0.052523756602974675,-4.313875908627982
0255,0.7586518366023786,0.044846727755659004,-4.272262502419641
0256,0.763351836602378,0.03716938449783762,-4.230158009049216
0257,0.7680518366023775,0.029408794958386216,-4.187092885458335
0258,0.772701836602377,0.021646200059094838,-4.143502393154942
0259,0.7773018366023765,0.013881588323674615,-4.09937829529884
0260,0.781851836602376,0.006114930581772494,-4.05471170208465
0261,0.7864018366023755,-0.001740640229552621,-4.008984597665737
0262,0.790901836602375,-0.00960039619316876,-3.962670597488192
0263,0.7953518366023745,-0.017464499709801705,-3.9157572981349364
0264,0.799751836602374,-0.025333140078519563,-3.868231322223502
0265,0.8041518366023735,-0.03329759203685701,-3.8195177918739724
0266,0.8085018366023731,-0.041269311368725914,-3.7701330727586146
0267,0.8128018366023726,-0.049248671663492914,-3.7200587025667287
0268,0.8170518366023721,-0.057236087972619414,-3.669274724369484
0269,0.8212518366023717,-0.06523201996924631,-3.617759550071025
0270,0.8254018366023712,-0.07323697543310674,-3.5654898079256445
0271,0.8295018366023708,-0.0812515141011847,-3.512440171861787
0272,0.8336018366023703,-0.08937601273721571,-3.4579088866305128
0273,0.8376518366023699,-0.09751419822319346,-3.402501722536985
0274,0.8416518366023694,-0.1056669526768176,-3.3461834329450957
0275,0.845601836602369,-0.11383524156157084,-3.2889155843859137
0276,0.8495018366023686,-0.12202012144787462,-3.2306562016742983
0277,0.8533518366023681,-0.13022274872377945,-3.1713593577649593
0278,0.8571518366023677,-0.13844438939804588,-3.1109747334179874
0279,0.8609018366023673,-0.1466864301643993,-3.0494470348039053
0280,0.8646018366023669,-0.1549503909271981,-2.9867154233914475
0281,0.8682518366023665,-0.16323793902716768,-2.9227127845545895
0282,0.8718518366023661,-0.17155090545296112,-2.8573648842696557
0283,0.8754018366023657,-0.17989130338245812,-2.7905894113582295
0284,0.8789018366023653,-0.18826134946987144,-2.7222948257745117
0285,0.8823518366023649,-0.19666348838489328,-2.652379007454725
0286,0.8857518366023646,-0.2051004212234775,-2.580727655592424
0287,0.8891018366023642,-0.21357513855346197,-2.5072123647781406
0288,0.8924018366023638,-0.2220909590415114,-2.431688325338276
0289,0.8956018366023635,-0.23051850603907514,-2.3552134844659145
0290,0.8987518366023631,-0.2389892155326905,-2.276494268948554
0291,0.9018518366023628,-0.2475071963372352,-2.195333503205156
0292,0.9049018366023625,-0.25607705418140014,-2.1115053086497375
0293,0.9079018366023621,-0.26470397010076147,-2.024749478543237
0294,0.9108018366023618,-0.273244708804332,-1.9363314051818716
0295,0.9136518366023615,-0.2818473369083192,-1.8445161885445545
0296,0.9164518366023612,-0.29051859895049514,-1.7489231130397598
0297,0.9191518366023609,-0.2991049835819355,-1.6509755096575613
0298,0.9218018366023606,-0.3077672670037592,-1.5485232944211025
0299,0.9244018366023603,-0.3165145501992051,-1.4409788482020556
0300,0.92690183660236,-0.32518131671377254,-1.3299388808551393
0301,0.9293518366023598,-0.3339443629721667,-1.2126109768410327
0302,0.9317518366023595,-0.34281657196227616,-1.0880218063007854
0303,0.9340518366023592,-0.35161833745076754,-0.9579209558860895
0304,0.936251836602359,-0.3603455253990101,-0.8216704317530386
0305,0.9384018366023588,-0.3692034219611355,-0.7037981867393519
0306,0.9404518366023585,-0.37799384872149744,-0.705343359754178
0307,0.9424518366023583,-0.3869413867104112,-0.7068414533178209
0308,0.9443518366023581,-0.39583410059184265,-0.7082796619794359
0309,0.9461518366023579,-0.404669787375962,-0.709618984316922
0310,0.9479018366023577,-0.41371110507625264,-0.7109282978691387
0311,0.9495518366023575,-0.42272043028326434,-0.712170116392107
0312,0.9511018366023574,-0.4317002514969483,-0.7133251808749992
0313,0.9525518366023572,-0.44065399712261305,-0.7144133782296235
0314,0.9539018366023571,-0.44958642141635746,-0.7154258016978163
0315,0.9551518366023569,-0.45850420109265727,-0.7163631619326488
0316,0.9563518366023568,-0.46782293956368143,-0.7172480380642411
0317,0.9574018366023567,-0.4767863198723719,-0.7180479263880386
0318,0.9583518366023566,-0.4857908903600635,-0.7187672080873522
0319,0.9592018366023565,-0.4948760062301663,-0.7194042278298219
0320,0.9599518366023564,-0.5041093663776306,-0.7199649397061473
0321,0.9606018366023563,-0.5136197961734635,-0.7204517829526766
0322,0.9611018366023563,-0.522657099607968,-0.7208273765664346
0323,0.9615018366023562,-0.532179487895219,-0.7211296649697497
0324,0.9618018366023562,-0.5433902565225596,-0.7213535293694181
0325,0.9618981633974483,-0.5596211099466356,-0.7214262627160918
0326,0.9617481633974483,-0.5697772299845287,-0.7213138755366282
0327,0.9614481633974483,-0.5794896468071982,-0.7210760703664597
0328,0.9609981633974484,-0.589066474472342,-0.720745583605368
0329,0.9603981633974484,-0.5985374744683418,-0.7202988434269418
0330,0.9596481633974485,-0.6079098185805043,-0.7197359062160382
0331,0.9587481633974486,-0.617185542314498,-0.7190577038333575
0332,0.9576981633974487,-0.6263649777124576,-0.7182737841392793
0333,0.9564981633974489,-0.6354477563906445,-0.7173465590754677
0334,0.955148163397449,-0.6444331777232487,-0.7163717448390357
0335,0.9536481633974492,-0.6533203661972762,-0.7152629083300567
0336,0.9519481633974494,-0.662361262421462,-0.7139617871103753
0337,0.9500981633974496,-0.6712556138172482,-0.71256992180345
0338,0.9480481633974498,-0.6802219414867497,-0.7110347555984426
0339,0.94584816339745,-0.6890231242156567,-0.7093862355334173
0340,0.9434481633974503,-0.6978469861785535,-0.7075862425453276
0341,0.9408981633974506,-0.7064986640991886,-0.7056739879549854
0342,0.9381481633974509,-0.7151402120953241,-0.7036125212134634
0343,0.9351981633974512,-0.7237480604468347,-0.7013974978350805
0344,0.9320481633974516,-0.7323031076151361,-0.6990359100164422
0345,0.9286981633974519,-0.7407896638912794,-0.6965236141584391
0346,0.9251481633974523,-0.749194669768934,-0.6938613098507952
0347,0.9214481633974527,-0.757399757146606,-0.689395696538591
0348,0.9175481633974532,-0.765516030332227,-0.547000500052348
0349,0.9134481633974536,-0.7735337838177395,-0.4086167213810702
0350,0.9091481633974541,-0.7814445667476495,-0.273851829659699
0351,0.9046481633974546,-0.7892409430964665,-0.1423626014925111
0352,0.8999481633974551,-0.7969163029255935,-0.01384901413838194
0353,0.8949981633974556,-0.8045395221739701,0.12265873611483634
0354,0.8898481633974562,-0.8120220308154262,0.25675494764906304
0355,0.8844981633974568,-0.8193597203982932,0.3875835940171637
0356,0.8789981633974574,-0.826485794197904,0.5143249488634898
0357,0.873298163397458,-0.8334665315365957,0.6384783919615793
0358,0.8673981633974587,-0.840297927583437,0.7602523431429393
0359,0.8612981633974593,-0.8469762086034941,0.8798291718606975
0360,0.85499816339746,-0.8534977953479664,0.9973687704959211
0361,0.8485481633974608,-0.8598116841091501,1.1121422039417939
0362,0.8418981633974615,-0.8659673937569113,1.2252185060604126
0363,0.8350981633974622,-0.8719188451204151,1.3359012042059504
0364,0.828148163397463,-0.8776696584221813,1.4443758299666027
0365,0.8210481633974638,-0.8832229010038655,1.5508036720550822
0366,0.8137981633974646,-0.8885811600436294,1.6553255243810017
0367,0.8063981633974654,-0.8937466033200077,1.7580647263343205
0368,0.7988481633974662,-0.8987210302840585,1.8591296484808963
0369,0.7911981633974671,-0.9034757452590734,1.9579808321761616
0370,0.7833981633974679,-0.9080456060073151,2.0553798611863447
0371,0.7754981633974688,-0.9124045739774472,2.150803583921732
0372,0.7674981633974697,-0.9165579687819807,2.244370969659714
0373,0.7593981633974706,-0.920510542009916,2.336187720762996
0374,0.7511981633974715,-0.9242665421305373,2.426348046745755
0375,0.7428981633974724,-0.9278297700272795,2.514936150426587
0376,0.7344981633974733,-0.9312036267437791,2.602027476052699
0377,0.7260481633974742,-0.9343730498169195,2.6871928329403865
0378,0.7175481633974752,-0.937344527710198,2.7705334052064194
0379,0.7089481633974761,-0.9401396427090516,2.8526114577325594
0380,0.7002981633974771,-0.9427458458578061,2.9330145668757654
0381,0.691598163397478,-0.9451682375285357,3.011819487064805
0382,0.682848163397479,-0.9474115013573924,3.089096037696968
0383,0.67404816339748,-0.9494799447051813,3.1649078750804427
0384,0.6652481633974809,-0.9513673149227397,3.238897804601191
0385,0.6563981633974819,-0.9530894512675314,3.3115538985486994
0386,0.6474981633974829,-0.9546496419420462,3.382923867810334
0387,0.6385981633974839,-0.9560435528800775,3.45266421949992
0388,0.6296481633974849,-0.957283155795766,3.5212199508717985
0389,0.6206981633974858,-0.9583653642329941,3.5882569714919352
0390,0.6116981633974868,-0.9592998208997556,3.654195224476827
0391,0.6026981633974878,-0.9600846767254737,3.7187102868458606
0392,0.5936981633974888,-0.9607242755733247,3.781852577935317
0393,0.5846981633974898,-0.9612226951649625,3.843669002397036
0394,0.5756981633974908,-0.9615837687128294,3.9042032696352034
0395,0.5666981633974918,-0.9618111043091518,3.9634961767356365
0396,0.5576981633974928,-0.9619081023495963,4.0215858599825856
0397,0.5486981633974938,-0.9618779712296595,4.0785080185744045
0398,0.5396981633974948,-0.9617237415184495,4.134296114509213
0399,0.5306981633974958,-0.9614482787863947,4.188981557793796
0400,0.5216981633974968,-0.9610542952396632,4.242593853663842
0401,0.5126981633974977,-0.9605443602939445,4.295160773470532
0402,0.5036981633974987,-0.9599209102031064,4.346708431419158
0403,0.4946981633974997,-0.9591862568436191,4.39726142872986
0404,0.4856981633975007,-0.958342595743097,4.4468430537964645
0405,0.4766981633975017,-0.9573920134305569,4.495475263895173
0406,0.4677481633975027,-0.9563426445343342,4.5429162722208405
0407,0.4587981633975037,-0.9551913586658085,4.589458150816884
0408,0.44984816339750466,-0.9539399245683364,4.6351191522912965
0409,0.44094816339750564,-0.9525978394990787,4.679668660283319
0410,0.4320481633975066,-0.9511599690445891,4.723380319382929
0411,0.4231481633975076,-0.9496278208487501,4.766269391797947
0412,0.4142481633975086,-0.9480028338522977,4.808350377118789
0413,0.40539816339750956,-0.9462962779273649,4.849407277637625
0414,0.39654816339751053,-0.9445005722680899,4.889691607661219
0415,0.3876981633975115,-0.9426169499174151,4.9292155564554685
0416,0.3788981633975125,-0.9406579629471795,4.967773739335015
0417,0.37009816339751345,-0.9386143231354054,5.00560242252419
0418,0.3613481633975144,-0.9364994108536305,5.04250307183497
0419,0.3525981633975154,-0.934302849107109,5.078702308560568
0420,0.34384816339751634,-0.9320255913867451,5.114209298459502
0421,0.3351481633975173,-0.9296822438549032,5.1488356941390805
0422,0.32644816339751825,-0.9272608802045088,5.182794502033003
0423,0.3177481633975192,-0.9247623218145369,5.216093475914623
0424,0.30909816339752016,-0.9222023702258335,5.248554216842407
0425,0.3004481633975211,-0.9195676249554255,5.280376867984775
0426,0.29184816339752206,-0.916874662939955,5.311389488690541
0427,0.283248163397523,-0.9141091337565233,5.341783972103246
0428,0.27469816339752395,-0.9112883771765674,5.371394739900542
0429,0.2661481633975249,-0.9083971215085618,5.400405711548154
0430,0.25759816339752584,-0.9054359383453531,5.4288220381477235
0431,0.24909816339752677,-0.9024232971463566,5.456487582295225
0432,0.2405981633975277,-0.8993425963786226,5.483574794995227
0433,0.23214816339752864,-0.8962130412952226,5.509933695551812
0434,0.22369816339752957,-0.8930171673443422,5.535729312304191
0435,0.2152981633975305,-0.8897749051524837,5.560817742718
0436,0.20689816339753142,-0.8864679481579444,5.585356786124971
0437,0.19849816339753235,-0.8830966859938908,5.60934975061305
0438,0.19014816339753327,-0.8796821251711953,5.632661765794292
0439,0.18179816339753418,-0.8762047341130074,5.655440130324587
0440,0.1734981633975351,-0.8726862229771644,5.677555891851549
0441,0.165198163397536,-0.8691062606518479,5.699149503566779
0442,0.15694816339753692,-0.8654872525525812,5.720097840116674
0443,0.14869816339753783,-0.861808083622313,5.74053470587226
0444,0.14049816339753873,-0.8580918466929046,5.760342777361853
0445,0.13229816339753964,-0.8543166570651126,5.779649215134631
0446,0.12409816339754054,-0.8504827325278439,5.798455635928771
0447,0.11594816339754144,-0.8466141880177241,5.816653388418468
0448,0.10779816339754233,-0.8426880097068152,5.8343599698638675
0449,0.09969816339754323,-0.8387289844239996,5.851472424916426
0450,0.09159816339754412,-0.8347133569763747,5.86810190462982
0451,0.083548163397545,-0.8306665800380352,5.884151109534834
0452,0.07549816339754589,-0.8265641676383352,5.899724931153683
0453,0.06749816339754677,-0.8224322327291584,5.914731690057428
