5.000000000000000000e-01,-6.666666666666667407e-01
4.933333333333331794e-01,-6.388263445196078472e-01
4.869450698881374606e-01,-6.124971848699773957e-01
4.808200980394374824e-01,-5.880490553322216263e-01
4.749396074861151895e-01,-5.663017305704157733e-01
4.692765901804110129e-01,-5.458256904146362443e-01
4.638183332762646494e-01,-5.254518093979373417e-01
4.585638151822855058e-01,-5.062383887275176964e-01
4.535014312950100823e-01,-4.891343775134315286e-01
4.486100875198757443e-01,-4.722967210253616877e-01
4.438871203096224072e-01,-4.564520002596514359e-01
4.393226003070256347e-01,-4.415224257083153470e-01
4.349073760499426733e-01,-4.270803118471098170e-01
4.306365729314713953e-01,-4.135669303376982020e-01
4.265009036280944521e-01,-4.009088661143779264e-01
4.224918149669507628e-01,-3.888875046033843930e-01
4.186029399209170165e-01,-3.777189756544823140e-01
4.148257501643719536e-01,-3.671295185965001151e-01
4.111544549784071911e-01,-3.570911986675288086e-01
4.075835429917318287e-01,-3.475972834514269860e-01
4.041075701572172107e-01,-3.385583088535850105e-01
4.007219870686817842e-01,-3.299699217991591826e-01
3.974222878506901147e-01,-3.219112497348495805e-01
3.942031753533412619e-01,-3.144132575112489891e-01
3.910590427782287826e-01,-3.075466328727438081e-01
3.879835764495016548e-01,-3.009852780743056400e-01
3.849737236687582609e-01,-2.948339641041554660e-01
3.820253840277167967e-01,-2.893456991366096243e-01
3.791319270363509020e-01,-2.840820653451124889e-01
3.762911063828995317e-01,-2.790645267910721872e-01
3.735004611149888021e-01,-2.739629173569456677e-01
3.707608319414195108e-01,-2.688641733860878125e-01
3.680721902075587693e-01,-2.640705497577521821e-01
3.654314847099811026e-01,-2.594185479414640727e-01
3.628372992305664013e-01,-2.548326194217998553e-01
3.602889730363485477e-01,-2.504121474271226444e-01
3.577848515620773995e-01,-2.460817821946194861e-01
3.553240337401311066e-01,-2.419845705048397910e-01
3.529041880350827221e-01,-2.379858165996903419e-01
3.505243298690858822e-01,-2.341651491876747260e-01
3.481826783772090650e-01,-2.305855273917032933e-01
3.458768231032918195e-01,-2.270754669033970830e-01
3.436060684342581162e-01,-2.238487543091109977e-01
3.413675808911666998e-01,-2.207988643586440425e-01
3.391595922475802993e-01,-2.178299486259418771e-01
3.369812927613211606e-01,-2.151683407980492513e-01
3.348296093533402740e-01,-2.127178655382813977e-01
3.327024306979575741e-01,-2.101621514200698870e-01
3.306008091837568941e-01,-2.078720310927565929e-01
3.285220888728295208e-01,-2.057657637798377959e-01
3.264644312350313271e-01,-2.035233369907731293e-01
3.244291978651232533e-01,-2.013724988397476434e-01
3.224154728767256728e-01,-1.993949507177144309e-01
3.204215233695486553e-01,-1.974410720881814851e-01
3.184471126486667636e-01,-1.956109523610190803e-01
3.164910031250567357e-01,-1.939306217388030440e-01
3.145516969076687097e-01,-1.923891938401493806e-01
3.126278049692672312e-01,-1.906702563046539511e-01
3.107211024062208615e-01,-1.891558912653577285e-01
3.088295434935672823e-01,-1.877681091847998029e-01
3.069518624017191222e-01,-1.862487546572588748e-01
3.050893748551466444e-01,-1.848018313126872647e-01
3.032413565420197799e-01,-1.834762732163788268e-01
3.014065938098560160e-01,-1.822632635320671213e-01
2.995839611745352293e-01,-1.807937209074234053e-01
2.977760239654609897e-01,-1.793152806301454016e-01
2.959828711591594441e-01,-1.779599814423430404e-01
2.942032713447360059e-01,-1.765711046032860110e-01
2.924375602987030476e-01,-1.751893086004559230e-01
2.906856672126987284e-01,-1.739233580733027806e-01
2.889464336319655935e-01,-1.727648334054548429e-01
2.872187852979113387e-01,-1.714837659722263097e-01
2.855039476381890928e-01,-1.702098583443624746e-01
2.838018490547451478e-01,-1.690436185312484962e-01
2.821114128694328649e-01,-1.679772223611023518e-01
2.804316406458218225e-01,-1.665940856293167405e-01
2.787656997895284761e-01,-1.653261250039916586e-01
2.771124385394885259e-01,-1.641698118949104501e-01
2.754707404205394283e-01,-1.629182938657078583e-01
2.738415574818824361e-01,-1.616199243572752908e-01
2.722253582383098447e-01,-1.604302048262176705e-01
2.706210561900475042e-01,-1.593412376472641834e-01
2.690276438135748016e-01,-1.581452751199017570e-01
2.674461910623757710e-01,-1.568649183816582249e-01
2.658775418785594979e-01,-1.556914909248941770e-01
2.643206269693103572e-01,-1.546172178171940359e-01
2.627744547911383677e-01,-1.536348924491915124e-01
2.612381058666466416e-01,-1.527334239331437915e-01
2.597107716273150402e-01,-1.519113419436260992e-01
2.581916582078789268e-01,-1.511628827462709601e-01
2.566800293804161193e-01,-1.504264492319353774e-01
2.551757648880967899e-01,-1.493649505679492395e-01
2.536821153824173614e-01,-1.483856895392834940e-01
2.521982584870245958e-01,-1.474910027626011033e-01
2.507233484593984763e-01,-1.466747463687456954e-01
2.492566009957108975e-01,-1.456274404103072018e-01
2.478003265916077780e-01,-1.446693393573079967e-01
2.463536331980349381e-01,-1.437939570691675883e-01
2.449156936273433338e-01,-1.429952836614343248e-01
2.434857407907289328e-01,-1.419202658211619894e-01
