-5.000000000000000000e-01,-1.841549429999999932e+00,0.000000000000000000e+00
-4.884456970311078505e-01,-1.841549429999999932e+00,6.279299543962636676e+00
-4.768938541481057003e-01,-1.841594317952086390e+00,6.275427633749211864e+00
-4.653448004852040465e-01,-1.841683913536172446e+00,6.271569692344389324e+00
-4.537987063121567410e-01,-1.841818034550972927e+00,6.267725744625082029e+00
-4.422557757911365073e-01,-1.841996497425079315e+00,6.263895893562612116e+00
-4.307162144360794365e-01,-1.842219116408500446e+00,6.260080198350332026e+00
-4.191802187861538576e-01,-1.842485704284096082e+00,6.256278713486230103e+00
-4.076479937171850754e-01,-1.842796072080473913e+00,6.252491498400143399e+00
-3.961197179285835257e-01,-1.843150029935800793e+00,6.248718604134542609e+00
-3.845955911342047728e-01,-1.843547385951177731e+00,6.244960084745605045e+00
-3.730758128216273839e-01,-1.843987946638143027e+00,6.241215996906674945e+00
-3.615605449895779033e-01,-1.844471518444843250e+00,6.237486369553166377e+00
-3.500497527479148885e-01,-1.844997915914133202e+00,6.233771093400243934e+00
-3.385440748622868257e-01,-1.845566923143479254e+00,6.230070533664926025e+00
-3.270437765998356339e-01,-1.846178333955690087e+00,6.226384682916014768e+00
-3.155484014910657775e-01,-1.846831981546041224e+00,6.222713348664510313e+00
-3.040584095818466004e-01,-1.847527652056287328e+00,6.219056663849973354e+00
-2.925739843162517007e-01,-1.848265143919497477e+00,6.215414671131186175e+00
-2.810952964240305274e-01,-1.849044255046879526e+00,6.211787403501436877e+00
-2.696225087723537750e-01,-1.849864782765902493e+00,6.208174889333853308e+00
-2.581557813946075974e-01,-1.850726523597368001e+00,6.204577155205656780e+00
-2.466952720220841055e-01,-1.851629273262348496e+00,6.200994226245875929e+00
-2.352411302242137792e-01,-1.852572827201885541e+00,6.197426124256780078e+00
-2.237934783035644692e-01,-1.853556982362252192e+00,6.193872862214953479e+00
-2.123525079538835791e-01,-1.854581529018197283e+00,6.190334475052159391e+00
-2.009184299669072027e-01,-1.855646254197523826e+00,6.186811000299134555e+00
-1.894912978512332258e-01,-1.856750958421311548e+00,6.183302430337943356e+00
-1.780712749254328708e-01,-1.857895431678327158e+00,6.179808789228530941e+00
-1.666584969472607314e-01,-1.859079465741253268e+00,6.176330093156115808e+00
-1.552531085043000469e-01,-1.860302850730792379e+00,6.172866361045234562e+00
-1.438552285169119038e-01,-1.861565378768525125e+00,6.169417604046167014e+00
-1.324650206022960630e-01,-1.862866836373249235e+00,6.165983847174837607e+00
-1.210826041183037383e-01,-1.864207014138882013e+00,6.162565102194604627e+00
-1.097081058182088620e-01,-1.865585701230089599e+00,6.159161383602071993e+00
-9.834165396009565685e-02,-1.867002685969666675e+00,6.155772706860033416e+00
-8.698337580554008075e-02,-1.868457756114660473e+00,6.152399087698036340e+00
-7.563339591068699019e-02,-1.869950699079656387e+00,6.149040541685379502e+00
-6.429183786421732716e-02,-1.871481301729135405e+00,6.145697084843881441e+00
-5.295882656764384910e-02,-1.873049350058020757e+00,6.142368734466030489e+00
-4.163448259778516902e-02,-1.874654629946581830e+00,6.139055507552848567e+00
-3.031892711648304789e-02,-1.876296926498292938e+00,6.135757422678667972e+00
-1.901229167270224174e-02,-1.877976022546596013e+00,6.132474505084161365e+00
-7.714707590249487643e-03,-1.879691700038731872e+00,6.129206794764537669e+00
3.573946767562894908e-03,-1.881443779084184476e+00,6.125954454741604494e+00
1.485342206068584504e-02,-1.883232020975108778e+00,6.122717089501962917e+00
2.612351532769168622e-02,-1.885056197242330978e+00,6.119494943302218104e+00
3.738414681143162333e-02,-1.886916095560512652e+00,6.116288047326237098e+00
4.863520920596146185e-02,-1.888811498435031488e+00,6.113096426371338765e+00
5.987660394107693212e-02,-1.890742189132816442e+00,6.109920103372004085e+00
